Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM2099438	IP-Moc-11 (9558)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099438/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664784	SRX1664784	Joseph R Ecker	"Jul 14, 2016"
GSM2099439	IP-Mon-5 (9559)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099439/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664785	SRX1664785	Joseph R Ecker	"Jul 14, 2016"
GSM2099440	IP-Mot-0 (9560)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099440/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664786	SRX1664786	Joseph R Ecker	"Jul 14, 2016"
GSM2099441	IP-Mun-0 (9561)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099441/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664787	SRX1664787	Joseph R Ecker	"Jul 14, 2016"
GSM2099442	IP-Mur-0 (9562)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099442/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664788	SRX1664788	Joseph R Ecker	"Jul 14, 2016"
GSM2099443	IP-Nav-0 (9563)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099443/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664789	SRX1664789	Joseph R Ecker	"Jul 14, 2016"
GSM2099444	IP-Nog-17 (9564)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099444/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664790	SRX1664790	Joseph R Ecker	"Jul 14, 2016"
GSM2099445	IP-Orb-10 (9565)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099445/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664791	SRX1664791	Joseph R Ecker	"Jul 14, 2016"
GSM2099446	IP-Oso-0 (9566)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099446/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664792	SRX1664792	Joseph R Ecker	"Jul 14, 2016"
GSM2099447	IP-Pal-0 (9567)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099447/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664793	SRX1664793	Joseph R Ecker	"Jul 14, 2016"
GSM2099448	IP-Pan-0 (9568)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099448/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664794	SRX1664794	Joseph R Ecker	"Jul 14, 2016"
GSM2099449	IP-Pds-1 (9569)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099449/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664795	SRX1664795	Joseph R Ecker	"Jul 14, 2016"
GSM2099450	IP-Pob-0 (9570)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099450/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664796	SRX1664796	Joseph R Ecker	"Jul 14, 2016"
GSM2099451	IP-Pue-0 (9572)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099451/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664797	SRX1664797	Joseph R Ecker	"Jul 14, 2016"
GSM2099452	IP-Rds-0 (9573)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099452/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664798	SRX1664798	Joseph R Ecker	"Jul 14, 2016"
GSM2099453	IP-Rel-0 (9574)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099453/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664799	SRX1664799	Joseph R Ecker	"Jul 14, 2016"
GSM2099454	IP-Ren-6 (9575)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099454/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664800	SRX1664800	Joseph R Ecker	"Jul 14, 2016"
GSM2099455	IP-Rev-0 (9576)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099455/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664801	SRX1664801	Joseph R Ecker	"Jul 14, 2016"
GSM2099456	IP-Ria-0 (9577)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099456/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664802	SRX1664802	Joseph R Ecker	"Jul 14, 2016"
GSM2099457	IP-Sac-0 (9578)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099457/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664803	SRX1664803	Joseph R Ecker	"Jul 14, 2016"
GSM2099458	IP-San-10 (9579)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099458/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664804	SRX1664804	Joseph R Ecker	"Jul 14, 2016"
GSM2099459	IP-Scm-0 (9580)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099459/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664805	SRX1664805	Joseph R Ecker	"Jul 14, 2016"
GSM2099460	IP-Sdv-3 (9581)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099460/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664806	SRX1664806	Joseph R Ecker	"Jul 14, 2016"
GSM2099461	IP-Ses-0 (9582)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099461/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664807	SRX1664807	Joseph R Ecker	"Jul 14, 2016"
GSM2099462	IP-Sne-0 (9583)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099462/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664808	SRX1664808	Joseph R Ecker	"Jul 14, 2016"
GSM2099463	IP-Stp-0 (9584)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099463/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664809	SRX1664809	Joseph R Ecker	"Jul 14, 2016"
GSM2099464	IP-Svi-0 (9585)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099464/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664810	SRX1664810	Joseph R Ecker	"Jul 14, 2016"
GSM2099465	IP-Tam-0 (9586)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099465/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664811	SRX1664811	Joseph R Ecker	"Jul 14, 2016"
GSM2099466	IP-Tdc-0 (9587)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099466/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664812	SRX1664812	Joseph R Ecker	"Jul 14, 2016"
GSM2099467	IP-Tol-7 (9588)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099467/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664813	SRX1664813	Joseph R Ecker	"Jul 14, 2016"
GSM2099468	IP-Tor-1 (9589)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099468/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664814	SRX1664814	Joseph R Ecker	"Jul 14, 2016"
GSM2099469	IP-Trs-0 (9590)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099469/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664815	SRX1664815	Joseph R Ecker	"Jul 14, 2016"
GSM2099470	IP-Vad-0 (9591)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099470/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664816	SRX1664816	Joseph R Ecker	"Jul 14, 2016"
GSM2099471	IP-Vae-2 (9592)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099471/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664817	SRX1664817	Joseph R Ecker	"Jul 14, 2016"
GSM2099472	IP-Vaz-0 (9593)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099472/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664818	SRX1664818	Joseph R Ecker	"Jul 14, 2016"
GSM2099473	IP-Vdm-0 (9594)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099473/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664819	SRX1664819	Joseph R Ecker	"Jul 14, 2016"
GSM2099474	IP-Vdt-0 (9595)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099474/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664820	SRX1664820	Joseph R Ecker	"Jul 14, 2016"
GSM2099475	IP-Ver-5 (9596)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099475/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664821	SRX1664821	Joseph R Ecker	"Jul 14, 2016"
GSM2099476	IP-Vig-1 (9597)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099476/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664822	SRX1664822	Joseph R Ecker	"Jul 14, 2016"
GSM2099477	IP-Vim-0 (9598)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099477/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664823	SRX1664823	Joseph R Ecker	"Jul 14, 2016"
GSM2099478	IP-Vin-0 (9599)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099478/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664824	SRX1664824	Joseph R Ecker	"Jul 14, 2016"
GSM2099479	IP-Vis-0 (9600)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099479/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664825	SRX1664825	Joseph R Ecker	"Jul 14, 2016"
GSM2099480	IP-Voz-0 (9601)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099480/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664826	SRX1664826	Joseph R Ecker	"Jul 14, 2016"
GSM2099481	Aitba-1 (9606)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099481/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664827	SRX1664827	Joseph R Ecker	"Jul 14, 2016"
GSM2099482	Panik-1 (9607)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099482/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664828	SRX1664828	Joseph R Ecker	"Jul 14, 2016"
GSM2099483	Karag-2 (9608)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099483/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664829	SRX1664829	Joseph R Ecker	"Jul 14, 2016"
GSM2099484	Adam-1 (9609)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099484/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664830	SRX1664830	Joseph R Ecker	"Jul 14, 2016"
GSM2099485	Lesno-4 (9610)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099485/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664831	SRX1664831	Joseph R Ecker	"Jul 14, 2016"
GSM2099486	Lesno-1 (9611)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099486/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664832	SRX1664832	Joseph R Ecker	"Jul 14, 2016"
GSM2099487	Lesno-2 (9612)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099487/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664833	SRX1664833	Joseph R Ecker	"Jul 14, 2016"
GSM2099488	Balan-1 (9613)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099488/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664834	SRX1664834	Joseph R Ecker	"Jul 14, 2016"
GSM2099489	Parti-1 (9615)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099489/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664835	SRX1664835	Joseph R Ecker	"Jul 14, 2016"
GSM2099490	Krazo-1 (9616)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099490/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664836	SRX1664836	Joseph R Ecker	"Jul 14, 2016"
GSM2099491	Karag-1 (9617)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099491/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664837	SRX1664837	Joseph R Ecker	"Jul 14, 2016"
GSM2099492	Basta-1 (9619)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099492/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664838	SRX1664838	Joseph R Ecker	"Jul 14, 2016"
GSM2099493	Basta-2 (9620)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099493/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664839	SRX1664839	Joseph R Ecker	"Jul 14, 2016"
GSM2099494	Basta-3 (9621)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099494/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664840	SRX1664840	Joseph R Ecker	"Jul 14, 2016"
GSM2099495	Chaba-1 (9623)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099495/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664841	SRX1664841	Joseph R Ecker	"Jul 14, 2016"
GSM2099496	Kolyv-2 (9625)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099496/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664842	SRX1664842	Joseph R Ecker	"Jul 14, 2016"
GSM2099497	Kolyv-3 (9626)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099497/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664843	SRX1664843	Joseph R Ecker	"Jul 14, 2016"
GSM2099498	Kolyv-5 (9627)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099498/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664844	SRX1664844	Joseph R Ecker	"Jul 14, 2016"
GSM2099499	Kolyv-6 (9628)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099499/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664845	SRX1664845	Joseph R Ecker	"Jul 14, 2016"
GSM2099500	K-oze-1 (9629)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099500/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664846	SRX1664846	Joseph R Ecker	"Jul 14, 2016"
GSM2099501	Lebja-1 (9631)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099501/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664847	SRX1664847	Joseph R Ecker	"Jul 14, 2016"
GSM2099502	Lebja-2 (9632)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099502/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664848	SRX1664848	Joseph R Ecker	"Jul 14, 2016"
GSM2099503	Lebja-4 (9633)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099503/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664849	SRX1664849	Joseph R Ecker	"Jul 14, 2016"
GSM2099504	Masl-1 (9634)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099504/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664850	SRX1664850	Joseph R Ecker	"Jul 14, 2016"
GSM2099505	Nosov-1 (9635)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099505/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664851	SRX1664851	Joseph R Ecker	"Jul 14, 2016"
GSM2099506	Noveg-1 (9636)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099506/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664852	SRX1664852	Joseph R Ecker	"Jul 14, 2016"
GSM2099507	Noveg-2 (9637)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099507/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664853	SRX1664853	Joseph R Ecker	"Jul 14, 2016"
GSM2099508	Noveg-3 (9638)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099508/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664854	SRX1664854	Joseph R Ecker	"Jul 14, 2016"
GSM2099509	Panke-1 (9639)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099509/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664855	SRX1664855	Joseph R Ecker	"Jul 14, 2016"
GSM2099510	Rakit-1 (9640)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099510/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664856	SRX1664856	Joseph R Ecker	"Jul 14, 2016"
GSM2099511	Rakit-2 (9641)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099511/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664857	SRX1664857	Joseph R Ecker	"Jul 14, 2016"
GSM2099512	Sever-1 (9643)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099512/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664858	SRX1664858	Joseph R Ecker	"Jul 14, 2016"
GSM2099513	Zupan-1 (9644)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099513/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664859	SRX1664859	Joseph R Ecker	"Jul 14, 2016"
GSM2099514	Gradi-1 (9645)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099514/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664860	SRX1664860	Joseph R Ecker	"Jul 14, 2016"
GSM2099515	Aiell-1 (9646)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099515/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664861	SRX1664861	Joseph R Ecker	"Jul 14, 2016"
