Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM1312156	6909_16C_rep	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312156/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446040	SRX446040	Manu Dubin	"Mar 28, 2015"
GSM1312157	6913_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312157/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446041	SRX446041	Manu Dubin	"Mar 28, 2015"
GSM1312158	6913_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312158/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446042	SRX446042	Manu Dubin	"Mar 28, 2015"
GSM1312159	6918_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312159/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446043	SRX446043	Manu Dubin	"Mar 28, 2015"
GSM1312160	6973_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312160/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446044	SRX446044	Manu Dubin	"Mar 28, 2015"
GSM1312161	6973_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312161/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446045	SRX446045	Manu Dubin	"Mar 28, 2015"
GSM1312162	7516_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312162/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446046	SRX446046	Manu Dubin	"Mar 28, 2015"
GSM1312163	7519_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312163/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446047	SRX446047	Manu Dubin	"Mar 28, 2015"
GSM1312164	7519_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312164/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446048	SRX446048	Manu Dubin	"Mar 28, 2015"
GSM1312165	8222_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312165/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446049	SRX446049	Manu Dubin	"Mar 28, 2015"
GSM1312166	8222_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312166/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446050	SRX446050	Manu Dubin	"Mar 28, 2015"
GSM1312167	8227_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312167/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446051	SRX446051	Manu Dubin	"Mar 28, 2015"
GSM1312168	8227_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312168/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446052	SRX446052	Manu Dubin	"Mar 28, 2015"
GSM1312169	8230_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312169/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446053	SRX446053	Manu Dubin	"Mar 28, 2015"
GSM1312170	8234_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312170/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446054	SRX446054	Manu Dubin	"Mar 28, 2015"
GSM1312171	8234_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312171/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446055	SRX446055	Manu Dubin	"Mar 28, 2015"
GSM1312172	8237_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312172/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446056	SRX446056	Manu Dubin	"Mar 28, 2015"
GSM1312173	8237_10C_rep	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312173/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446057	SRX446057	Manu Dubin	"Mar 28, 2015"
GSM1312174	8237_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312174/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446058	SRX446058	Manu Dubin	"Mar 28, 2015"
GSM1312175	8240_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312175/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446059	SRX446059	Manu Dubin	"Mar 28, 2015"
GSM1312176	8240_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312176/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446060	SRX446060	Manu Dubin	"Mar 28, 2015"
GSM1312177	8241_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312177/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446061	SRX446061	Manu Dubin	"Mar 28, 2015"
GSM1312178	8241_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312178/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446062	SRX446062	Manu Dubin	"Mar 28, 2015"
GSM1312179	8242_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312179/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446063	SRX446063	Manu Dubin	"Mar 28, 2015"
GSM1312180	8242_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312180/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446064	SRX446064	Manu Dubin	"Mar 28, 2015"
GSM1312181	8249_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312181/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446065	SRX446065	Manu Dubin	"Mar 28, 2015"
GSM1312182	8249_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312182/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446066	SRX446066	Manu Dubin	"Mar 28, 2015"
GSM1312183	8256_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312183/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446067	SRX446067	Manu Dubin	"Mar 28, 2015"
GSM1312184	8256_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312184/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446068	SRX446068	Manu Dubin	"Mar 28, 2015"
GSM1312185	8257_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312185/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446069	SRX446069	Manu Dubin	"Mar 28, 2015"
GSM1312186	8257_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312186/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446070	SRX446070	Manu Dubin	"Mar 28, 2015"
GSM1312187	8258_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312187/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446071	SRX446071	Manu Dubin	"Mar 28, 2015"
GSM1312188	8283_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312188/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446072	SRX446072	Manu Dubin	"Mar 28, 2015"
GSM1312189	8306_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312189/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446073	SRX446073	Manu Dubin	"Mar 28, 2015"
GSM1312190	8307_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312190/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446074	SRX446074	Manu Dubin	"Mar 28, 2015"
GSM1312191	8307_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312191/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446075	SRX446075	Manu Dubin	"Mar 28, 2015"
GSM1312192	8326_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312192/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446076	SRX446076	Manu Dubin	"Mar 28, 2015"
GSM1312193	8334_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312193/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446077	SRX446077	Manu Dubin	"Mar 28, 2015"
GSM1312194	8335_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312194/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446078	SRX446078	Manu Dubin	"Mar 28, 2015"
GSM1312195	8335_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312195/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446079	SRX446079	Manu Dubin	"Mar 28, 2015"
GSM1312196	8351_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312196/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446080	SRX446080	Manu Dubin	"Mar 28, 2015"
GSM1312197	8351_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312197/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446081	SRX446081	Manu Dubin	"Mar 28, 2015"
GSM1312198	8369_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312198/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446082	SRX446082	Manu Dubin	"Mar 28, 2015"
GSM1312199	8369_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312199/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446083	SRX446083	Manu Dubin	"Mar 28, 2015"
GSM1312200	8376_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312200/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446084	SRX446084	Manu Dubin	"Mar 28, 2015"
GSM1312201	8376_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312201/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446085	SRX446085	Manu Dubin	"Mar 28, 2015"
GSM1312202	8387_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312202/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446086	SRX446086	Manu Dubin	"Mar 28, 2015"
GSM1312203	8387_10C_rep	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312203/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446087	SRX446087	Manu Dubin	"Mar 28, 2015"
GSM1312204	8387_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312204/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446088	SRX446088	Manu Dubin	"Mar 28, 2015"
GSM1312205	8422_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312205/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446089	SRX446089	Manu Dubin	"Mar 28, 2015"
GSM1312206	8422_16C_rep	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312206/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446090	SRX446090	Manu Dubin	"Mar 28, 2015"
GSM1312207	8423_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312207/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446091	SRX446091	Manu Dubin	"Mar 28, 2015"
GSM1312208	8426_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312208/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446092	SRX446092	Manu Dubin	"Mar 28, 2015"
GSM1312209	8426_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312209/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446093	SRX446093	Manu Dubin	"Mar 28, 2015"
GSM1312210	9057_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312210/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446094	SRX446094	Manu Dubin	"Mar 28, 2015"
GSM1312211	9057_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312211/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446095	SRX446095	Manu Dubin	"Mar 28, 2015"
GSM1312212	9058_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312212/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446096	SRX446096	Manu Dubin	"Mar 28, 2015"
GSM1312213	9058_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312213/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446097	SRX446097	Manu Dubin	"Mar 28, 2015"
GSM1312214	9323_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312214/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446098	SRX446098	Manu Dubin	"Mar 28, 2015"
GSM1312215	9323_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312215/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446099	SRX446099	Manu Dubin	"Mar 28, 2015"
GSM1312216	9323_16C_rep	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312216/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446100	SRX446100	Manu Dubin	"Mar 28, 2015"
GSM1312217	9332_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312217/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446101	SRX446101	Manu Dubin	"Mar 28, 2015"
GSM1312218	9332_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312218/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446102	SRX446102	Manu Dubin	"Mar 28, 2015"
GSM1312219	9336_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312219/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446103	SRX446103	Manu Dubin	"Mar 28, 2015"
GSM1312220	9336_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312220/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446104	SRX446104	Manu Dubin	"Mar 28, 2015"
GSM1312221	9339_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312221/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446105	SRX446105	Manu Dubin	"Mar 28, 2015"
GSM1312222	9339_10C_rep	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312222/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446106	SRX446106	Manu Dubin	"Mar 28, 2015"
GSM1312223	9339_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312223/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446107	SRX446107	Manu Dubin	"Mar 28, 2015"
GSM1312224	9343_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312224/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446108	SRX446108	Manu Dubin	"Mar 28, 2015"
GSM1312225	9343_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312225/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446109	SRX446109	Manu Dubin	"Mar 28, 2015"
GSM1312226	9352_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312226/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446110	SRX446110	Manu Dubin	"Mar 28, 2015"
GSM1312227	9353_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312227/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446111	SRX446111	Manu Dubin	"Mar 28, 2015"
GSM1312228	9356_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312228/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446112	SRX446112	Manu Dubin	"Mar 28, 2015"
GSM1312229	9356_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312229/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446113	SRX446113	Manu Dubin	"Mar 28, 2015"
GSM1312230	9363_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312230/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446114	SRX446114	Manu Dubin	"Mar 28, 2015"
GSM1312231	9363_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312231/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446115	SRX446115	Manu Dubin	"Mar 28, 2015"
GSM1312232	9369_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312232/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446116	SRX446116	Manu Dubin	"Mar 28, 2015"
GSM1312233	9369_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312233/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446117	SRX446117	Manu Dubin	"Mar 28, 2015"
GSM1312234	9371_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312234/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446118	SRX446118	Manu Dubin	"Mar 28, 2015"
GSM1312235	9371_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312235/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446119	SRX446119	Manu Dubin	"Mar 28, 2015"
GSM1312236	9380_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312236/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446120	SRX446120	Manu Dubin	"Mar 28, 2015"
GSM1312237	9381_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312237/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446121	SRX446121	Manu Dubin	"Mar 28, 2015"
GSM1312238	9381_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312238/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446122	SRX446122	Manu Dubin	"Mar 28, 2015"
